ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily_pattern,daily_pattern_lower,daily_pattern_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,hour,hour_lower,hour_upper,is_weekend,is_weekend_lower,is_weekend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,storm_outage,storm_outage_lower,storm_outage_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1995-07-01 00:00:00,722.1757319999999,140.88349391503107,631.4675572276923,722.1757319999999,722.1757319999999,-0.21415668699748677,-0.21415668699748677,-0.21415668699748677,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.2518945834270782,-0.2518945834270782,-0.2518945834270782,0.0,0.0,0.0,0.009778277697262095,0.009778277697262095,0.009778277697262095,-0.251613,-0.251613,-0.251613,-0.46605127042456496,-0.46605127042456496,-0.46605127042456496,0.0,0.0,0.0,0.0,0.0,0.0,385.6048146316098
1995-07-01 00:15:00,722.975929144879,98.91586147347238,640.0921411041897,722.975929144879,722.975929144879,-0.22616527843985704,-0.22616527843985704,-0.22616527843985704,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.2518945834270782,-0.2518945834270782,-0.2518945834270782,0.0,0.0,0.0,0.009778277697262095,0.009778277697262095,0.009778277697262095,-0.251613,-0.251613,-0.251613,-0.4780598618669352,-0.4780598618669352,-0.4780598618669352,0.0,0.0,0.0,0.0,0.0,0.0,377.35015632475904
1995-07-01 00:30:00,723.7761262897582,120.30808076294711,628.4975002468991,723.7761262897582,723.7761262897582,-0.2379026723768889,-0.2379026723768889,-0.2379026723768889,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.2518945834270782,-0.2518945834270782,-0.2518945834270782,0.0,0.0,0.0,0.009778277697262095,0.009778277697262095,0.009778277697262095,-0.251613,-0.251613,-0.251613,-0.4897972558039671,-0.4897972558039671,-0.4897972558039671,0.0,0.0,0.0,0.0,0.0,0.0,369.2725658166091
1995-07-01 00:45:00,724.5763234346373,92.85179206767656,588.9856098573064,724.5763234346373,724.5763234346373,-0.28510290893644147,-0.28510290893644147,-0.28510290893644147,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.2518945834270782,-0.2518945834270782,-0.2518945834270782,0.0,0.0,0.0,0.009778277697262095,0.009778277697262095,0.009778277697262095,-0.251613,-0.251613,-0.251613,-0.5369974923635197,-0.5369974923635197,-0.5369974923635197,0.0,0.0,0.0,0.0,0.0,0.0,335.4806547242585
1995-07-01 01:00:00,725.3765205795164,38.679242497527326,547.3580924454168,725.3765205795164,725.3765205795164,-0.33800759141881387,-0.33800759141881387,-0.33800759141881387,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25274486844423144,-0.25274486844423144,-0.25274486844423144,0.0,0.0,0.0,0.00892799268010887,0.00892799268010887,0.00892799268010887,-0.251613,-0.251613,-0.251613,-0.5907524598630454,-0.5907524598630454,-0.5907524598630454,0.0,0.0,0.0,0.0,0.0,0.0,296.85855672027014
1995-07-01 01:15:00,726.1767177243955,33.725208339402904,536.4069609889057,726.1767177243955,726.1767177243955,-0.3519381309377403,-0.3519381309377403,-0.3519381309377403,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25274486844423144,-0.25274486844423144,-0.25274486844423144,0.0,0.0,0.0,0.00892799268010887,0.00892799268010887,0.00892799268010887,-0.251613,-0.251613,-0.251613,-0.6046829993819717,-0.6046829993819717,-0.6046829993819717,0.0,0.0,0.0,0.0,0.0,0.0,287.0700019694527
1995-07-01 01:30:00,726.9769148692747,41.4041559864766,549.5425257097909,726.9769148692747,726.9769148692747,-0.34188382333067385,-0.34188382333067385,-0.34188382333067385,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25274486844423144,-0.25274486844423144,-0.25274486844423144,0.0,0.0,0.0,0.00892799268010887,0.00892799268010887,0.00892799268010887,-0.251613,-0.251613,-0.251613,-0.5946286917749053,-0.5946286917749053,-0.5946286917749053,0.0,0.0,0.0,0.0,0.0,0.0,294.69558303000116
1995-07-01 01:45:00,727.7771120141537,24.57720827239475,526.5483404861947,727.7771120141537,727.7771120141537,-0.35073640693393376,-0.35073640693393376,-0.35073640693393376,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25274486844423144,-0.25274486844423144,-0.25274486844423144,0.0,0.0,0.0,0.00892799268010887,0.00892799268010887,0.00892799268010887,-0.251613,-0.251613,-0.251613,-0.6034812753781652,-0.6034812753781652,-0.6034812753781652,0.0,0.0,0.0,0.0,0.0,0.0,288.57725226481443
1995-07-01 02:00:00,728.5773091590328,4.7237976613093045,518.3161683277649,728.5773091590328,728.5773091590328,-0.3818062635464568,-0.3818062635464568,-0.3818062635464568,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25359515346138467,-0.25359515346138467,-0.25359515346138467,0.0,0.0,0.0,0.008077707662955643,0.008077707662955643,0.008077707662955643,-0.251613,-0.251613,-0.251613,-0.6354014170078415,-0.6354014170078415,-0.6354014170078415,0.0,0.0,0.0,0.0,0.0,0.0,265.63825451962316
1995-07-01 02:15:00,729.3775063039119,-6.20409871297661,472.78488382452804,729.3775063039119,729.3775063039119,-0.4137928670260675,-0.4137928670260675,-0.4137928670260675,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25359515346138467,-0.25359515346138467,-0.25359515346138467,0.0,0.0,0.0,0.008077707662955643,0.008077707662955643,0.008077707662955643,-0.251613,-0.251613,-0.251613,-0.6673880204874522,-0.6673880204874522,-0.6673880204874522,0.0,0.0,0.0,0.0,0.0,0.0,242.59969618366998
1995-07-01 02:30:00,730.177703448791,-19.93616656897479,490.53501925295416,730.177703448791,730.177703448791,-0.4467570046410281,-0.4467570046410281,-0.4467570046410281,-0.01005986112434031,-0.01005986112434031,-0.01005986112434031,-0.25359515346138467,-0.25359515346138467,-0.25359515346138467,0.0,0.0,0.0,0.008077707662955643,0.008077707662955643,0.008077707662955643,-0.251613,-0.251613,-0.251613,-0.7003521581024128,-0.7003521581024128,-0.7003521581024128,0.0,0.0,0.0,0.0,0.0,0.0,218.79617304016665
