ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,daily_high_freq,daily_high_freq_lower,daily_high_freq_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,hour,hour_lower,hour_upper,is_weekend,is_weekend_lower,is_weekend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,storm_outage,storm_outage_lower,storm_outage_upper,weekly,weekly_lower,weekly_upper,weekly_high_freq,weekly_high_freq_lower,weekly_high_freq_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1995-08-23 00:00:00,163.25473612153473,40.23995155622793,208.55023910870665,163.25473612153473,163.25473612153473,-0.05983719999952403,-0.05983719999952403,-0.05983719999952403,-0.08545425199634972,-0.08545425199634972,-0.08545425199634972,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.2093068481397192,-0.2093068481397192,-0.2093068481397192,0.0,0.0,0.0,0.010805216966622636,0.010805216966622636,0.010805216966622636,-0.13517257980808792,-0.13517257980808792,-0.13517257980808792,0.0,0.0,0.0,129.08440186005473
1995-08-23 00:05:00,163.24811442455513,41.766942682858684,203.79515775107137,163.24811442455513,163.24811442455513,-0.06424943278979636,-0.06424943278979636,-0.06424943278979636,-0.12516489306804082,-0.12516489306804082,-0.12516489306804082,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.2557717807006081,-0.2557717807006081,-0.2557717807006081,0.0,0.0,0.0,0.010614363388435978,0.010614363388435978,0.010614363388435978,-0.13732378492882655,-0.13732378492882655,-0.13732378492882655,0.0,0.0,0.0,121.49385350217003
1995-08-23 00:10:00,163.2414927275755,34.119359016682644,202.46071766858586,163.2414927275755,163.2414927275755,-0.06869483694761162,-0.06869483694761162,-0.06869483694761162,-0.14112713306172697,-0.14112713306172697,-0.14112713306172697,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.27852665352652367,-0.27852665352652367,-0.27852665352652367,0.0,0.0,0.0,0.010425801959668884,0.010425801959668884,0.010425801959668884,-0.1394824521744736,-0.1394824521744736,-0.1394824521744736,0.0,0.0,0.0,117.77438604148955
1995-08-23 00:15:00,163.23487103059588,40.83715217159309,203.6617171505414,163.23487103059588,163.23487103059588,-0.07315750305194439,-0.07315750305194439,-0.07315750305194439,-0.13050731433121024,-0.13050731433121024,-0.13050731433121024,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.27472168687763443,-0.27472168687763443,-0.27472168687763443,0.0,0.0,0.0,0.010239541706177371,0.010239541706177371,0.010239541706177371,-0.14164837789827694,-0.14164837789827694,-0.14164837789827694,0.0,0.0,0.0,118.39071190381748
1995-08-23 00:20:00,163.22824933361625,33.44473218918592,199.9573094505803,163.22824933361625,163.22824933361625,-0.07762210189700007,-0.07762210189700007,-0.07762210189700007,-0.10627109038855281,-0.10627109038855281,-0.10627109038855281,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.2573067380698239,-0.2573067380698239,-0.2573067380698239,0.0,0.0,0.0,0.010055591551053455,0.010055591551053455,0.010055591551053455,-0.14382110403294418,-0.14382110403294418,-0.14382110403294418,0.0,0.0,0.0,121.22852093673553
1995-08-23 00:25:00,163.2216276366366,37.776675280269075,201.23265385202833,163.2216276366366,163.2216276366366,-0.08207399303082138,-0.08207399303082138,-0.08207399303082138,-0.08679107140484617,-0.08679107140484617,-0.08679107140484617,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.24463905924816556,-0.24463905924816556,-0.24463905924816556,0.0,0.0,0.0,0.009873960315350098,0.009873960315350098,0.009873960315350098,-0.1459999218254679,-0.1459999218254679,-0.1459999218254679,0.0,0.0,0.0,123.29124220265545
1995-08-23 00:30:00,163.215005939657,35.532760254457976,201.19354499312894,163.215005939657,163.215005939657,-0.08649932479732934,-0.08649932479732934,-0.08649932479732934,-0.08258507047244616,-0.08258507047244616,-0.08258507047244616,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.24722164830156054,-0.24722164830156054,-0.24722164830156054,0.0,0.0,0.0,0.00969465671706585,0.00969465671706585,0.00969465671706585,-0.1481838764464707,-0.1481838764464707,-0.1481838764464707,0.0,0.0,0.0,122.864723143706
1995-08-23 00:35:00,163.20838424267737,37.13271597137744,198.38807874538531,163.20838424267737,163.20838424267737,-0.09088512506762246,-0.09088512506762246,-0.09088512506762246,-0.09097693210308863,-0.09097693210308863,-0.09097693210308863,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.2623641735412669,-0.2623641735412669,-0.2623641735412669,0.0,0.0,0.0,0.00951768937180957,0.00951768937180957,0.00951768937180957,-0.15037177243998515,-0.15037177243998515,-0.15037177243998515,0.0,0.0,0.0,120.38835139584178
1995-08-23 00:40:00,163.20176254569776,35.053597216052026,198.4447794672488,163.20176254569776,163.20176254569776,-0.09521938205455631,-0.09521938205455631,-0.09521938205455631,-0.1020451480841539,-0.1020451480841539,-0.1020451480841539,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.2801316766201272,-0.2801316766201272,-0.2801316766201272,0.0,0.0,0.0,0.009343066792787518,0.009343066792787518,0.009343066792787518,-0.1525621799718243,-0.1525621799718243,-0.1525621799718243,0.0,0.0,0.0,117.48377917641157
1995-08-23 00:45:00,163.19514084871813,40.26466003567213,201.43860483403387,163.19514084871813,163.19514084871813,-0.0994911145668642,-0.0994911145668642,-0.0994911145668642,-0.10933477074290003,-0.10933477074290003,-0.10933477074290003,0.01950282388558419,0.01950282388558419,0.01950282388558419,0.060351966697619774,0.060351966697619774,0.060351966697619774,0.0,0.0,0.0,0.04084914281203559,0.04084914281203559,0.04084914281203559,0.0,0.0,0.0,-0.29405656305048866,-0.29405656305048866,-0.29405656305048866,0.0,0.0,0.0,0.009170797390642048,0.009170797390642048,0.009170797390642048,-0.15475344182898637,-0.15475344182898637,-0.15475344182898637,0.0,0.0,0.0,115.20653862420366
