ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,daily_pattern,daily_pattern_lower,daily_pattern_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,holidays,holidays_lower,holidays_upper,hour,hour_lower,hour_upper,is_weekend,is_weekend_lower,is_weekend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,storm_outage,storm_outage_lower,storm_outage_upper,weekly,weekly_lower,weekly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
1995-08-23 00:00:00,536.8658648154161,90.69005260556051,606.6952988202602,536.8658648154161,536.8658648154161,-0.10517219999950651,-0.10517219999950651,-0.10517219999950651,-0.1219138469995305,-0.1219138469995305,-0.1219138469995305,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.016340847930541753,0.016340847930541753,0.016340847930541753,0.0,0.0,0.0,0.01128946954199484,0.01128946954199484,0.01128946954199484,0.0,0.0,0.0,-0.32623826573868825,-0.32623826573868825,-0.32623826573868825,0.0,0.0,0.0,-0.11549306667019292,-0.11549306667019292,-0.11549306667019292,0.0,0.0,0.0,361.71967614373375
1995-08-23 00:15:00,536.8595055113076,114.98789035714628,607.2551763950203,536.8595055113076,536.8595055113076,-0.11886567791552993,-0.11886567791552993,-0.11886567791552993,-0.12260424245276419,-0.12260424245276419,-0.12260424245276419,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.016340847930541753,0.016340847930541753,0.016340847930541753,0.0,0.0,0.0,0.01128946954199484,0.01128946954199484,0.01128946954199484,0.0,0.0,0.0,-0.3415383319528125,-0.3415383319528125,-0.3415383319528125,0.0,0.0,0.0,-0.11640925951506015,-0.11640925951506015,-0.11640925951506015,0.0,0.0,0.0,353.5014055059639
1995-08-23 00:30:00,536.853146207199,91.06837254702118,586.3900678867103,536.853146207199,536.853146207199,-0.13268043087282363,-0.13268043087282363,-0.13268043087282363,-0.11995169209446412,-0.11995169209446412,-0.11995169209446412,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.016340847930541753,0.016340847930541753,0.016340847930541753,0.0,0.0,0.0,0.01128946954199484,0.01128946954199484,0.01128946954199484,0.0,0.0,0.0,-0.3535698531447877,-0.3535698531447877,-0.3535698531447877,0.0,0.0,0.0,-0.11727857810804171,-0.11727857810804171,-0.11727857810804171,0.0,0.0,0.0,347.03805814240235
1995-08-23 00:45:00,536.8467869030906,67.71790688128887,559.6924551042213,536.8467869030906,536.8467869030906,-0.14634591480150844,-0.14634591480150844,-0.14634591480150844,-0.1536794890003376,-0.1536794890003376,-0.1536794890003376,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.016340847930541753,0.016340847930541753,0.016340847930541753,0.0,0.0,0.0,0.01128946954199484,0.01128946954199484,0.01128946954199484,0.0,0.0,0.0,-0.40178549173364697,-0.40178549173364697,-0.40178549173364697,0.0,0.0,0.0,-0.11810093586234265,-0.11810093586234265,-0.11810093586234265,0.0,0.0,0.0,321.14953664160396
1995-08-23 01:00:00,536.840427598982,53.055967528690324,533.8088873680965,536.840427598982,536.840427598982,-0.1596579204944837,-0.1596579204944837,-0.1596579204944837,-0.1956252528940296,-0.1956252528940296,-0.1956252528940296,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.015359154926890026,0.015359154926890026,0.015359154926890026,0.0,0.0,0.0,0.010307776538343114,0.010307776538343114,0.010307776538343114,0.0,0.0,0.0,-0.4588002830692944,-0.4588002830692944,-0.4588002830692944,0.0,0.0,0.0,-0.11887626460767116,-0.11887626460767116,-0.11887626460767116,0.0,0.0,0.0,290.53788745352807
1995-08-23 01:15:00,536.8340682948735,43.77331621544538,544.1777199786172,536.8340682948735,536.8340682948735,-0.17248564255362542,-0.17248564255362542,-0.17248564255362542,-0.19861364806490173,-0.19861364806490173,-0.19861364806490173,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.015359154926890026,0.015359154926890026,0.015359154926890026,0.0,0.0,0.0,0.010307776538343114,0.010307776538343114,0.010307776538343114,0.0,0.0,0.0,-0.4753446501311153,-0.4753446501311153,-0.4753446501311153,0.0,0.0,0.0,-0.1196045144394782,-0.1196045144394782,-0.1196045144394782,0.0,0.0,0.0,281.6528659227836
1995-08-23 01:30:00,536.827708990765,36.310036973028915,541.5373757874696,536.827708990765,536.827708990765,-0.18477122484842096,-0.18477122484842096,-0.18477122484842096,-0.17573105109208456,-0.17573105109208456,-0.17573105109208456,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.015359154926890026,0.015359154926890026,0.015359154926890026,0.0,0.0,0.0,0.010307776538343114,0.010307776538343114,0.010307776538343114,0.0,0.0,0.0,-0.4654287745711102,-0.4654287745711102,-0.4654287745711102,0.0,0.0,0.0,-0.12028565355749471,-0.12028565355749471,-0.12028565355749471,0.0,0.0,0.0,286.9726462393767
1995-08-23 01:45:00,536.8213496866565,33.76499652696807,522.2344531224225,536.8213496866565,536.8213496866565,-0.1965220235854027,-0.1965220235854027,-0.1965220235854027,-0.17131009619249526,-0.17131009619249526,-0.17131009619249526,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.015359154926890026,0.015359154926890026,0.015359154926890026,0.0,0.0,0.0,0.010307776538343114,0.010307776538343114,0.010307776538343114,0.0,0.0,0.0,-0.47339263295162287,-0.47339263295162287,-0.47339263295162287,0.0,0.0,0.0,-0.12091966810061498,-0.12091966810061498,-0.12091966810061498,0.0,0.0,0.0,282.6940775338463
1995-08-23 02:00:00,536.814990382548,20.589924551874553,522.5165743770573,536.814990382548,536.814990382548,-0.20779639848368792,-0.20779639848368792,-0.20779639848368792,-0.19086637547900845,-0.19086637547900845,-0.19086637547900845,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.014377461923238301,0.014377461923238301,0.014377461923238301,0.0,0.0,0.0,0.009326083534691389,0.009326083534691389,0.009326083534691389,0.0,0.0,0.0,-0.5057918740109802,-0.5057918740109802,-0.5057918740109802,0.0,0.0,0.0,-0.12150656197152218,-0.12150656197152218,-0.12150656197152218,0.0,0.0,0.0,265.2983303997727
1995-08-23 02:15:00,536.8086310784395,-0.138444199226694,500.66747012097153,536.8086310784395,536.8086310784395,-0.21868434814384366,-0.21868434814384366,-0.21868434814384366,-0.21341520690091725,-0.21341520690091725,-0.21341520690091725,0.005051378388546912,0.005051378388546912,0.005051378388546912,0.014377461923238301,0.014377461923238301,0.014377461923238301,0.0,0.0,0.0,0.009326083534691389,0.009326083534691389,0.009326083534691389,0.0,0.0,0.0,-0.5397684497775879,-0.5397684497775879,-0.5397684497775879,0.0,0.0,0.0,-0.12204635665606531,-0.12204635665606531,-0.12204635665606531,0.0,0.0,0.0,247.05626845400113
